"category_id","product_id","category_name"
9952,62629,"Cameras"
6788,97845,"Jewellery"
9864,33378,"Men's Fashion"
8027,53918,"Headphones"
7673,46402,"Sports Shoes"
5426,36318,"Camera Accessories"
6295,37333,"Camera Accessories"
9226,49259,"Jewellery"
9539,54541,"All Appliances"
8521,32119,"Wallets"
9542,69377,"All Appliances"
5296,14681,"Strength Training"
9747,92538,"Western Wear"
8944,81306,"Lingerie & Nightwear"
9616,50731,"Innerwear"
7506,53455,"Headphones"
5713,15633,"Speakers"
7448,21822,"Clothing"
8563,55173,"Clothing"
7980,13931,"Lingerie & Nightwear"
6105,62848,"Kitchen & Home Appliances"
8277,85373,"Jewellery"
9899,40602,"Cameras"
8014,35902,"T-shirts & Polos"
8361,33445,"Car Accessories"
6048,14400,"Cameras"
6226,28297,"Lingerie & Nightwear"
6779,80058,"Headphones"
7682,50554,"Clothing"
5889,69974,"Home Entertainment Systems"
6443,61309,"Cameras"
8462,89448,"Heating & Cooling Appliances"
9650,92289,"T-shirts & Polos"
8603,31018,"Western Wear"
8284,21292,"All Appliances"
5461,79813,"T-shirts & Polos"
5179,19715,"Sports Shoes"
5112,55246,"Men's Fashion"
6380,44676,"Sports Shoes"
7338,60120,"All Electronics"
5205,15067,"Heating & Cooling Appliances"
7106,65488,"Sports Shoes"
7498,59428,"Diet & Nutrition"
5435,34854,"Camera Accessories"
6429,58859,"All Electronics"
8627,12835,"Shirts"
9718,80751,"All Electronics"
5861,11226,"Innerwear"
7632,64396,"Handbags & Clutches"
7062,79816,"All Home & Kitchen"
9279,81373,"Casual Shoes"
8618,12382,"Jewellery"
6415,97110,"Watches"
7863,58576,"Fashion & Silver Jewellery"
9032,27057,"Innerwear"
7649,97017,"Security Cameras"
6898,84676,"Shirts"
9506,34061,"Make-up"
5238,59797,"Jewellery"
6254,97456,"Bags & Luggage"
8356,86167,"Clothing"
5317,83038,"Men's Fashion"
7709,59038,"Sports Shoes"
5150,10643,"Clothing"
9566,97711,"Bags & Luggage"
8338,81078,"T-shirts & Polos"
8677,42950,"Bags & Luggage"
8876,77767,"Casual Shoes"
9062,22286,"Ethnic Wear"
9947,72979,"All Appliances"
8223,92336,"Headphones"
5495,20944,"Clothing"
7841,88349,"Jewellery"
8184,31759,"Fashion & Silver Jewellery"
7032,47601,"Bags & Luggage"
9323,91318,"Sports Shoes"
5935,48006,"Casual Shoes"
7050,59718,"Men's Fashion"
9380,51394,"Casual Shoes"
8687,60680,"Baby Products"
8668,89403,"Casual Shoes"
9615,39566,"All Appliances"
5143,58938,"Lingerie & Nightwear"
9569,44204,"Casual Shoes"
6743,48287,"Shirts"
9369,44097,"Shirts"
8981,47523,"Innerwear"
9068,18899,"Kitchen & Home Appliances"
6872,47294,"Make-up"
9332,31261,"Sports Shoes"
5414,29542,"Casual Shoes"
7064,77124,"All Appliances"
8564,26710,"Ethnic Wear"
8539,88886,"Fashion & Silver Jewellery"
5577,95044,"Lingerie & Nightwear"
8343,71213,"Home Entertainment Systems"
5781,57931,"Sportswear"
9491,59971,"Watches"
6759,88773,"Ethnic Wear"
6661,26790,"Formal Shoes"
7088,45830,"Jeans"
9976,73948,"Clothing"
6150,86342,"Shirts"
5540,84806,"Speakers"
9787,19748,"Innerwear"
6882,16705,"Innerwear"
9235,74168,"Baby Fashion"
8837,75109,"Headphones"
8164,32736,"Sewing & Craft Supplies"
7778,85083,"Men's Fashion"
8227,58662,"All Appliances"
6161,53806,"All Appliances"
9035,54957,"Home Entertainment Systems"
9607,94960,"Lingerie & Nightwear"
7705,34107,"Indoor Lighting"
6121,77218,"Gold & Diamond Jewellery"
8838,13627,"Formal Shoes"
9036,28177,"Watches"
9214,98838,"Western Wear"
7216,68064,"Casual Shoes"
9907,44279,"Football"
8777,64229,"Camera Accessories"
6859,35184,"Nursing & Feeding"
6675,72434,"Headphones"
6820,55014,"Men's Fashion"
6201,63077,"Kitchen & Home Appliances"
5714,14531,"Lingerie & Nightwear"
5633,90060,"Shirts"
7534,43086,"Handbags & Clutches"
9034,90959,"Formal Shoes"
7077,77970,"Televisions"
8907,50104,"Ethnic Wear"
7057,92726,"All Appliances"
5086,99052,"Jewellery"
8499,43879,"Beauty & Grooming"
8439,37038,"Make-up"
9912,13738,"Fashion & Silver Jewellery"
8103,29109,"Cameras"
5689,57842,"Heating & Cooling Appliances"
9378,51890,"All Pet Supplies"
9176,50209,"Innerwear"
9361,78655,"T-shirts & Polos"
5720,77815,"All Electronics"
