"customer_id","product_id","quantity","date","time"
854,79041,8,2023-04-15,"21:24:20"
380,57945,6,2023-08-23,"13:29:20"
461,46334,9,2023-03-23,"10:16:00"
943,51222,2,2023-10-22,"02:05:00"
759,41184,7,2023-05-12,"01:45:00"
772,37038,7,2023-05-17,"06:14:00"
712,33378,9,2023-08-25,"12:54:40"
894,27606,3,2023-07-03,"16:22:00"
906,97020,3,2023-10-06,"06:42:20"
383,95710,5,2023-04-08,"23:25:40"
37,73216,2,2023-07-15,"01:02:40"
786,55173,4,2023-10-17,"09:27:20"
78,51628,10,2023-05-22,"16:38:40"
102,57446,1,2023-03-25,"15:37:00"
761,28145,10,2023-06-16,"09:25:20"
150,46961,5,2023-10-11,"23:02:40"
861,94213,10,2023-08-06,"12:28:20"
915,45089,8,2023-07-14,"19:07:00"
767,52431,5,2023-05-12,"19:32:00"
120,58072,6,2023-08-22,"07:51:00"
211,50039,9,2023-09-06,"09:26:40"
434,15067,3,2023-10-22,"13:56:20"
806,62848,1,2023-05-31,"02:11:20"
168,84701,9,2023-04-16,"21:07:00"
135,41701,2,2023-09-09,"08:34:40"
351,32604,1,2023-09-21,"22:53:40"
748,61072,8,2023-05-30,"02:28:40"
548,88773,9,2023-06-06,"00:27:20"
780,86355,2,2023-10-21,"20:09:20"
625,24269,3,2023-10-14,"04:23:40"
138,40017,6,2023-04-06,"06:13:20"
744,97929,1,2023-04-11,"22:33:40"
700,72204,7,2023-09-14,"13:03:40"
650,77487,2,2023-11-10,"02:31:20"
975,46081,5,2023-08-01,"07:59:20"
330,51856,10,2023-10-14,"10:19:20"
605,19254,3,2023-10-10,"17:24:20"
331,29640,7,2023-08-12,"10:44:20"
242,58884,2,2023-07-18,"23:53:20"
884,51840,8,2023-07-13,"01:37:20"
940,16816,3,2023-03-20,"05:12:20"
317,28177,4,2023-03-29,"14:27:40"
637,56086,3,2023-10-07,"12:20:40"
54,97110,3,2023-11-18,"12:04:00"
194,67424,2,2023-09-12,"13:38:20"
161,87976,4,2023-06-28,"17:48:40"
277,51797,4,2023-04-27,"06:05:00"
147,82070,6,2023-09-28,"14:56:40"
975,99754,6,2023-04-19,"14:19:20"
557,30418,3,2023-06-07,"23:52:40"
134,51872,9,2023-08-01,"02:03:40"
195,44788,5,2023-07-21,"11:10:00"
602,90959,5,2023-03-24,"04:03:00"
491,65488,8,2023-08-26,"00:46:00"
377,72200,5,2023-03-25,"09:41:20"
676,95189,5,2023-06-30,"23:09:40"
74,63304,3,2023-08-25,"18:50:20"
323,67121,7,2023-06-08,"05:48:20"
260,29847,1,2023-08-14,"22:01:00"
294,60195,2,2023-04-09,"17:12:40"
79,11226,1,2023-04-26,"12:18:00"
246,99018,8,2023-03-21,"22:42:00"
423,91668,1,2023-09-21,"05:06:40"
450,44187,2,2023-08-01,"13:55:00"
472,77249,10,2023-05-27,"03:20:40"
756,88886,2,2023-03-18,"05:47:00"
369,97845,6,2023-11-16,"18:34:20"
13,90734,3,2023-05-27,"15:12:00"
831,19042,8,2023-08-24,"19:07:40"
95,89932,1,2023-10-20,"02:39:40"
408,72113,6,2023-03-28,"08:49:20"
326,53806,8,2023-09-27,"03:22:40"
834,35542,1,2023-06-23,"13:19:40"
670,36702,4,2023-06-21,"19:50:00"
140,87487,8,2023-05-31,"19:58:20"
858,35791,3,2023-04-14,"03:54:40"
250,53806,1,2023-03-29,"02:36:20"
809,37309,6,2023-08-27,"12:20:00"
640,87848,3,2023-07-20,"23:18:40"
233,75109,5,2023-06-21,"02:03:00"
187,50039,1,2023-08-03,"01:29:00"
812,22209,6,2023-04-10,"10:59:40"
883,13618,5,2023-06-17,"03:12:20"
386,62582,1,2023-07-10,"20:16:20"
102,58859,8,2023-05-31,"14:02:40"
188,68073,9,2023-05-29,"02:46:00"
683,66269,5,2023-04-28,"23:34:40"
937,66269,5,2023-03-31,"19:48:40"
115,94784,8,2023-11-10,"20:18:20"
110,32654,4,2023-10-19,"14:48:20"
696,59609,4,2023-04-12,"22:16:20"
844,33807,4,2023-03-21,"16:46:20"
321,11890,5,2023-07-03,"10:26:20"
923,46961,4,2023-08-17,"09:17:40"
418,31058,6,2023-10-30,"05:42:00"
690,34151,10,2023-11-18,"00:12:40"
551,51628,4,2023-10-31,"05:24:40"
156,53603,1,2023-04-25,"12:35:20"
325,84296,8,2023-04-27,"00:09:20"
943,28434,5,2023-04-02,"19:14:00"
413,21837,5,2023-03-20,"11:08:00"
694,90060,10,2023-11-11,"02:14:00"
21,23427,3,2023-06-28,"05:57:20"
709,64682,1,2023-06-14,"10:00:00"
524,68970,2,2023-09-25,"03:57:20"
36,84069,3,2023-04-30,"05:13:00"
861,78392,4,2023-08-12,"22:35:40"
964,88927,10,2023-05-03,"10:16:40"
232,89706,4,2023-06-29,"17:31:20"
409,77252,4,2023-06-17,"09:08:00"
129,37798,10,2023-06-04,"18:49:00"
666,37603,1,2023-10-22,"08:00:40"
308,78365,9,2023-07-05,"03:56:00"
960,61536,1,2023-07-26,"09:43:20"
976,32736,5,2023-07-21,"17:05:40"
79,58718,4,2023-03-26,"09:24:00"
398,57616,1,2023-03-28,"14:45:00"
458,68063,7,2023-06-26,"18:23:20"
348,97456,9,2023-07-04,"04:13:20"
688,67173,5,2023-08-18,"03:04:40"
270,94283,9,2023-07-09,"20:33:40"
61,41085,6,2023-09-11,"02:04:20"
461,34525,9,2023-10-25,"07:08:40"
8,55731,3,2023-06-13,"10:17:20"
859,73476,9,2023-06-22,"01:45:40"
786,88886,1,2023-05-14,"07:06:00"
248,73476,3,2023-04-16,"03:20:00"
15,64173,6,2023-06-20,"02:20:20"
311,14904,2,2023-08-11,"05:06:00"
930,14400,1,2023-06-02,"13:28:00"
725,59718,10,2023-06-27,"12:10:20"
25,35266,5,2023-05-05,"03:46:20"
890,13446,1,2023-04-05,"06:30:40"
186,33345,6,2023-10-01,"08:09:00"
715,10829,6,2023-10-28,"00:21:00"
1,22285,8,2023-05-01,"10:51:20"
54,42439,1,2023-07-06,"21:25:40"
205,42634,6,2023-05-25,"09:51:00"
552,91448,1,2023-05-28,"20:50:20"
328,74073,6,2023-05-16,"06:31:20"
786,60826,6,2023-08-30,"11:28:00"
423,26710,5,2023-06-28,"00:01:40"
728,28145,10,2023-07-21,"05:14:20"
685,18797,9,2023-09-23,"04:32:00"
335,37798,10,2023-06-25,"12:45:00"
872,88743,3,2023-04-23,"01:18:40"
90,32119,9,2023-08-30,"17:23:40"
592,21015,5,2023-03-26,"21:15:20"
536,74035,7,2023-07-28,"21:00:00"
624,32484,2,2023-07-05,"15:47:20"
172,55741,6,2023-09-08,"14:47:40"
864,15067,10,2023-05-19,"23:26:20"
336,53455,7,2023-05-20,"23:09:00"
683,72733,9,2023-05-18,"00:01:00"
197,92336,3,2023-05-16,"00:35:40"
132,79816,9,2023-11-11,"08:09:40"
666,46157,6,2023-03-24,"09:58:40"
697,97020,6,2023-07-23,"10:35:20"
590,41951,8,2023-08-29,"11:45:20"
968,30418,4,2023-04-17,"14:54:00"
470,92848,6,2023-07-19,"17:40:20"
975,52984,1,2023-06-07,"00:10:00"
670,77767,4,2023-04-09,"11:17:00"
939,34550,6,2023-09-30,"08:26:20"
56,34550,10,2023-07-03,"04:30:40"
607,80516,7,2023-07-16,"00:45:20"
180,11650,7,2023-10-19,"20:44:00"
842,42367,5,2023-05-20,"17:13:20"
83,12424,1,2023-04-09,"23:08:20"
96,28145,3,2023-05-02,"10:34:00"
133,32604,8,2023-10-21,"14:13:40"
641,56492,1,2023-11-07,"21:10:20"
76,69390,8,2023-07-29,"02:55:40"
658,73948,7,2023-06-07,"17:57:00"
646,47259,3,2023-10-28,"12:12:20"
832,25273,1,2023-09-21,"16:58:00"
719,50554,8,2023-03-27,"20:58:00"
863,22209,8,2023-07-23,"16:31:00"
690,46586,7,2023-03-27,"03:11:00"
984,23815,9,2023-11-15,"07:00:20"
682,95838,1,2023-10-18,"09:10:00"
929,85826,8,2023-06-20,"14:11:40"
378,15165,1,2023-05-09,"20:24:00"
350,18899,6,2023-09-17,"18:07:20"
541,14616,2,2023-05-28,"03:03:20"
958,67173,5,2023-07-16,"12:36:40"
518,59456,10,2023-04-22,"07:31:40"
232,51152,3,2023-09-16,"06:33:20"
827,46338,10,2023-09-19,"17:32:40"
405,19337,4,2023-11-16,"00:47:20"
281,19337,8,2023-07-30,"14:29:40"
105,49953,6,2023-06-03,"13:10:40"
480,80062,9,2023-04-01,"07:40:00"
370,60495,5,2023-07-11,"02:12:00"
271,85826,1,2023-09-15,"18:42:00"
72,49252,1,2023-08-17,"03:22:00"
790,71323,2,2023-08-04,"07:07:20"
726,71956,10,2023-08-31,"11:10:40"
933,34151,9,2023-05-05,"21:33:20"
828,53227,1,2023-04-04,"00:52:20"
50,33345,2,2023-09-20,"05:24:00"
520,58644,9,2023-04-14,"09:50:20"
372,63448,1,2023-04-25,"06:39:40"
468,36275,2,2023-06-27,"18:06:00"
36,86342,4,2023-06-11,"04:56:20"
169,66855,8,2023-07-22,"04:57:00"
75,44676,8,2023-03-29,"08:32:00"
312,59884,5,2023-05-05,"15:37:40"
671,87244,9,2023-04-20,"19:57:40"
80,28459,10,2023-06-09,"05:31:00"
778,13528,1,2023-06-23,"01:28:20"
228,60197,4,2023-05-20,"05:22:00"
673,10558,7,2023-07-02,"22:35:00"
139,76924,6,2023-04-29,"05:30:20"
834,66846,2,2023-04-06,"00:17:40"
904,46081,7,2023-07-12,"13:46:00"
118,91173,3,2023-05-26,"21:25:00"
791,19254,2,2023-11-13,"13:30:40"
877,26874,1,2023-11-09,"02:48:40"
754,66320,6,2023-05-02,"04:38:20"
42,28459,6,2023-05-17,"18:05:20"
797,80516,4,2023-10-31,"17:16:00"
639,21822,5,2023-09-20,"11:19:40"
479,69090,5,2023-07-17,"00:28:00"
180,24269,10,2023-08-04,"13:03:00"
640,34414,8,2023-09-26,"03:40:00"
725,50104,6,2023-10-26,"12:47:00"
435,95189,10,2023-09-16,"18:24:40"
260,90319,7,2023-06-18,"20:42:00"
173,58201,3,2023-08-07,"06:15:20"
783,24903,1,2023-06-08,"23:35:20"
931,63077,2,2023-05-23,"16:21:20"
251,31759,10,2023-06-01,"13:45:20"
178,13618,5,2023-09-25,"15:48:40"
544,33302,5,2023-07-20,"05:31:40"
964,41783,7,2023-04-05,"18:22:00"
722,84432,1,2023-08-03,"19:16:00"
492,46868,1,2023-10-29,"17:50:40"
17,40360,10,2023-09-12,"19:34:00"
747,47556,2,2023-08-29,"23:36:40"
202,35966,2,2023-05-15,"18:40:00"
507,79339,5,2023-05-13,"07:23:20"
596,17188,1,2023-03-29,"20:23:20"
831,89448,3,2023-07-17,"18:15:00"
912,27057,10,2023-11-16,"06:43:00"
287,36318,9,2023-11-08,"09:01:40"
612,46338,3,2023-05-05,"09:42:00"
622,47822,2,2023-06-21,"13:54:20"
70,79477,1,2023-06-26,"00:36:20"
837,60025,9,2023-08-03,"07:24:40"
34,65260,3,2023-09-01,"22:44:40"
340,14400,2,2023-05-14,"01:10:20"
512,47310,9,2023-07-27,"03:30:20"
973,32002,10,2023-04-29,"11:26:00"
662,77815,10,2023-11-04,"16:06:40"
395,36769,6,2023-05-19,"11:35:00"
386,33609,6,2023-09-02,"04:40:20"
357,23709,8,2023-04-18,"08:41:00"
413,73619,4,2023-11-12,"01:56:40"
643,74168,2,2023-10-15,"04:06:20"
121,92523,1,2023-09-07,"03:13:40"
837,54957,2,2023-03-30,"20:06:00"
388,46081,7,2023-08-13,"16:22:40"
62,94960,7,2023-08-23,"07:33:40"
915,73130,4,2023-06-24,"18:58:00"
379,50374,5,2023-06-01,"01:54:00"
111,25225,10,2023-06-29,"23:27:00"
325,55106,1,2023-09-25,"09:53:00"
18,75197,10,2023-09-10,"20:08:40"
984,87355,9,2023-05-21,"22:51:40"
142,89148,7,2023-04-08,"17:30:00"
969,53382,5,2023-07-18,"00:10:40"
734,93253,7,2023-04-13,"16:03:20"
888,36198,5,2023-05-14,"13:01:40"
733,79816,2,2023-08-25,"01:03:20"
696,40739,8,2023-11-02,"04:50:00"
907,13862,7,2023-04-11,"04:46:40"
479,33345,10,2023-07-02,"16:39:20"
189,28182,8,2023-04-14,"15:46:00"
163,79038,9,2023-05-22,"22:34:20"
171,19748,3,2023-05-11,"07:58:00"
626,93658,6,2023-07-14,"01:20:00"
638,86430,7,2023-10-23,"01:47:40"
948,53461,3,2023-11-01,"16:58:40"
550,76455,8,2023-07-07,"03:21:20"
193,84416,1,2023-10-17,"15:23:00"
838,36706,9,2023-07-02,"10:43:40"
26,22209,6,2023-10-02,"01:56:00"
252,43937,9,2023-06-27,"00:19:00"
772,69974,3,2023-11-15,"12:56:00"
338,73619,3,2023-06-18,"14:46:20"
171,34525,6,2023-08-13,"10:27:00"
884,85582,9,2023-07-15,"06:58:20"
765,67581,9,2023-07-29,"20:42:40"
107,86206,3,2023-05-24,"04:12:40"
766,84079,5,2023-10-29,"11:55:00"
470,31018,7,2023-11-02,"10:45:40"
302,29442,2,2023-04-20,"08:06:20"
414,83745,6,2023-10-23,"13:39:00"
582,70970,8,2023-10-03,"01:38:40"
964,66075,5,2023-08-09,"23:27:40"
12,51152,3,2023-06-05,"00:44:40"
368,36349,10,2023-05-07,"09:07:20"
181,82069,5,2023-10-01,"02:13:20"
763,93945,4,2023-09-08,"02:56:20"
29,20827,4,2023-09-29,"14:39:20"
245,49433,7,2023-04-19,"20:15:00"
554,19996,1,2023-10-15,"10:02:00"
458,97174,2,2023-07-19,"11:44:40"
564,82394,5,2023-05-13,"19:14:40"
903,57454,3,2023-10-18,"21:01:20"
327,35645,7,2023-07-07,"09:17:00"
1000,62629,8,2023-03-23,"22:07:20"
615,74686,5,2023-09-15,"00:55:00"
727,92857,7,2023-08-10,"05:23:20"
624,65488,3,2023-03-21,"04:55:00"
872,56116,6,2023-03-20,"22:59:20"
931,85582,8,2023-09-23,"16:23:20"
902,53683,10,2023-04-13,"10:07:40"
425,32002,6,2023-09-20,"23:11:00"
799,59516,10,2023-05-07,"20:58:40"
642,50617,8,2023-07-31,"20:08:00"
635,60138,10,2023-10-26,"00:55:40"
429,72733,6,2023-11-06,"09:36:20"
888,79477,3,2023-07-13,"13:28:40"
242,47306,7,2023-06-10,"11:09:20"
286,74020,1,2023-11-02,"22:37:00"
639,13627,6,2023-05-23,"04:30:00"
255,34259,5,2023-05-09,"08:32:40"
257,69618,2,2023-10-12,"22:45:20"
879,36318,7,2023-09-13,"13:21:00"
765,35542,3,2023-06-05,"06:40:20"
520,77124,3,2023-06-15,"21:34:00"
574,36693,4,2023-09-18,"23:45:40"
939,56116,1,2023-11-08,"14:57:20"
173,75173,6,2023-06-03,"07:15:00"
506,17531,5,2023-05-11,"02:02:20"
746,46081,2,2023-09-28,"03:05:20"
980,49319,7,2023-03-30,"14:10:20"
813,89921,10,2023-10-04,"01:21:20"
617,59456,1,2023-10-25,"13:04:20"
613,13374,5,2023-04-26,"00:26:40"
227,91455,5,2023-04-12,"16:20:40"
489,71503,8,2023-07-13,"07:33:00"
116,50374,3,2023-06-23,"19:15:20"
65,78297,1,2023-09-30,"14:22:00"
137,82449,4,2023-07-11,"08:07:40"
31,16033,8,2023-06-20,"08:16:00"
6,71907,2,2023-07-22,"16:48:20"
362,14615,4,2023-07-26,"03:47:40"
582,39994,8,2023-09-23,"10:27:40"
187,21826,8,2023-03-22,"22:24:40"
459,98394,5,2023-06-22,"19:32:40"
480,97984,6,2023-06-27,"06:14:40"
900,53558,7,2023-11-16,"12:38:40"
254,40606,9,2023-08-31,"17:06:20"
523,26612,7,2023-10-03,"19:25:40"
396,50995,4,2023-10-24,"13:21:40"
89,11226,2,2023-09-29,"02:48:00"
603,31953,8,2023-10-27,"12:29:40"
400,66855,8,2023-08-17,"15:13:20"
789,74020,1,2023-08-20,"14:21:20"
251,36409,7,2023-09-14,"01:12:20"
799,73093,2,2023-05-09,"02:37:00"
146,59038,10,2023-09-28,"09:01:00"
418,80516,6,2023-03-19,"17:21:00"
